sample_id,condition,target_anomaly,metadata_gold_permission,metadata_gold_hallucination,in_adjudication_packet,adjudication_priority,recommended_initial_gold,adjudicator_final_permission,adjudicator_rationale,final_permission,final_hallucination,gold_source,final_label_available,exclude_reason,rater_A_visibility,rater_A_permission,rater_A_confidence,rater_A_issue_tag,rater_A_comment,rater_B_visibility,rater_B_permission,rater_B_confidence,rater_B_issue_tag,rater_B_comment,rater_C_visibility,rater_C_permission,rater_C_confidence,rater_C_issue_tag,rater_C_comment
D7,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,no_issue,2,other,图像中椅子的下端横木未对应好两端椅子腿，可能存在图像错误,unclear,ambiguous,1,prompt_mismatch,提示要求人与物融合，但是只有椅子,yes,prompt_required,3,none,
D8,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,no,no_issue,3,none,,unclear,no_issue,1,none,,yes,prompt_required,3,none,
E1_V,violating,duplicated cups / excessive repetition,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,1,none,,yes,prompt_violating,3,none,
E1_P,permitted,duplicated cups / excessive repetition,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,1,none,,yes,prompt_required,3,none,
E1_A,ambiguous,duplicated cups / excessive repetition,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,unclear,ambiguous,1,none,,yes,prompt_permitted,3,none,
E2_V,violating,duplicated cups / excessive repetition,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,2,none,,yes,prompt_violating,3,none,
E2_P,permitted,duplicated cups / excessive repetition,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,2,none,,yes,prompt_required,3,none,
E2_A,ambiguous,duplicated cups / excessive repetition,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,unclear,ambiguous,2,none,,yes,prompt_permitted,3,none,
E3_V,violating,duplicated cups / excessive repetition,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,2,none,,yes,prompt_violating,3,none,
E3_P,permitted,duplicated cups / excessive repetition,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,2,none,,yes,prompt_required,3,none,
E3_A,ambiguous,duplicated cups / excessive repetition,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,unclear,ambiguous,2,none,,yes,prompt_permitted,3,none,
E4_V,violating,duplicated cups / excessive repetition,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,2,none,,yes,prompt_violating,3,none,
E4_P,permitted,duplicated cups / excessive repetition,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,2,none,,yes,prompt_required,3,none,
E4_A,ambiguous,duplicated cups / excessive repetition,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,unclear,ambiguous,1,other,提示要求桌面，但不是完全桌面,yes,prompt_permitted,3,none,
E5_V,violating,duplicated cups / excessive repetition,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,2,none,,yes,prompt_violating,3,none,
E5_P,permitted,duplicated cups / excessive repetition,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,2,none,,yes,prompt_required,3,none,
E5_A,ambiguous,duplicated cups / excessive repetition,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,unclear,ambiguous,1,none,,yes,prompt_permitted,3,none,
E6,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,no,no_issue,3,none,,no,prompt_required,1,none,,yes,prompt_required,3,none,
E7,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,no,no_issue,3,none,,no,prompt_required,2,none,,yes,prompt_required,3,none,
E8,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,no,no_issue,3,other,图像整体无问题，但图像左侧的黑色咖啡杯杯口不是水平的，是呈现略微上升趋势,no,prompt_required,1,none,,yes,prompt_required,3,none,
F1_V,violating,impossible room geometry,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,2,none,,yes,prompt_violating,3,none,
F1_P,permitted,impossible room geometry,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,2,none,,yes,prompt_required,3,none,
F1_A,ambiguous,impossible room geometry,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,2,none,,yes,prompt_permitted,3,none,
F2_V,violating,impossible room geometry,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,1,none,,yes,prompt_violating,3,none,
F2_P,permitted,impossible room geometry,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,1,none,,yes,prompt_required,3,none,
F2_A,ambiguous,impossible room geometry,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,2,none,,yes,prompt_permitted,3,none,
F3_V,violating,impossible room geometry,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,2,none,,yes,prompt_violating,3,none,
F3_P,permitted,impossible room geometry,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,3,none,,yes,prompt_required,3,none,
F3_A,ambiguous,impossible room geometry,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,3,none,,yes,prompt_permitted,3,none,
F4_V,violating,impossible room geometry,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,
F4_P,permitted,impossible room geometry,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,3,none,,yes,prompt_required,3,none,
F4_A,ambiguous,impossible room geometry,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,3,none,,yes,prompt_permitted,3,none,
F5_V,violating,impossible room geometry,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,
F5_P,permitted,impossible room geometry,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,3,none,,yes,prompt_required,3,none,
F5_A,ambiguous,impossible room geometry,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,3,none,,yes,prompt_permitted,3,none,
F6,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,no,no_issue,3,none,,no,prompt_required,3,none,,yes,prompt_required,3,none,
F7,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,no,no_issue,2,other,图像整体无问题，图像左侧的门锁与其他门锁不一致,no,prompt_required,1,none,,yes,prompt_required,3,none,
F8,no_issue,none,no_issue,no,True,HIGH,no_issue,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,no,no_issue,3,none,,no,prompt_required,1,none,,yes,prompt_required,3,none,
G1_V,violating,giant teacup and tiny people,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,2,none,,yes,prompt_violating,3,none,
G1_P,permitted,giant teacup and tiny people,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,2,none,,yes,prompt_required,3,none,
G1_A,ambiguous,giant teacup and tiny people,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,2,none,,yes,prompt_permitted,3,none,
G2_V,violating,giant teacup and tiny people,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,
G2_P,permitted,giant teacup and tiny people,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,3,none,,yes,prompt_required,3,none,
G2_A,ambiguous,giant teacup and tiny people,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,3,none,,yes,prompt_permitted,3,none,
G3_V,violating,giant teacup and tiny people,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,
G3_P,permitted,giant teacup and tiny people,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,3,none,,yes,prompt_required,3,none,
G3_A,ambiguous,giant teacup and tiny people,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,3,none,,yes,prompt_permitted,3,none,
G4_V,violating,giant teacup and tiny people,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,
G4_P,permitted,giant teacup and tiny people,prompt_required,no,False,,,,,prompt_required,no,metadata_stable,True,,yes,prompt_required,3,none,,yes,prompt_required,3,none,,yes,prompt_required,3,none,
G4_A,ambiguous,giant teacup and tiny people,ambiguous,uncertain,True,HIGH,ambiguous,,,,,excluded_uncertain,False,missing_adjudicator_final_permission,yes,prompt_permitted,2,none,,yes,prompt_required,3,none,,yes,prompt_permitted,3,none,
G5_V,violating,giant teacup and tiny people,prompt_violating,yes,False,,,,,prompt_violating,yes,metadata_stable,True,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,,yes,prompt_violating,3,none,
