sample_id,model,audit_prompt_type,status,parseable,output_path,error_message
B2_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B2_P.json,
B2_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B2_A.json,
B3_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B3_V.json,
B3_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B3_P.json,
B3_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B3_A.json,
B4_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B4_V.json,
B4_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B4_P.json,
B4_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B4_A.json,
B5_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B5_V.json,
B5_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B5_P.json,
B5_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B5_A.json,
B6,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B6.json,
B7,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B7.json,
B8,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\B8.json,
C1_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C1_V.json,
C1_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C1_P.json,
C1_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C1_A.json,
C2_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C2_V.json,
C2_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C2_P.json,
C2_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C2_A.json,
C3_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C3_V.json,
C3_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C3_P.json,
C3_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C3_A.json,
C4_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C4_V.json,
C4_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C4_P.json,
C4_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C4_A.json,
C5_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C5_V.json,
C5_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C5_P.json,
C5_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C5_A.json,
C6,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C6.json,
C7,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C7.json,
C8,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\C8.json,
D1_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D1_V.json,
D1_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D1_P.json,
D1_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D1_A.json,
D2_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D2_V.json,
D2_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D2_P.json,
D2_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D2_A.json,
D3_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D3_V.json,
D3_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D3_P.json,
D3_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D3_A.json,
D4_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D4_V.json,
D4_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D4_P.json,
D4_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D4_A.json,
D5_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D5_V.json,
D5_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D5_P.json,
D5_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D5_A.json,
D6,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D6.json,
D7,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D7.json,
D8,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\D8.json,
E1_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E1_V.json,
E1_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E1_P.json,
E1_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E1_A.json,
E2_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E2_V.json,
E2_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E2_P.json,
E2_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E2_A.json,
E3_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E3_V.json,
E3_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E3_P.json,
E3_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E3_A.json,
E4_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E4_V.json,
E4_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E4_P.json,
E4_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E4_A.json,
E5_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E5_V.json,
E5_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E5_P.json,
E5_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E5_A.json,
E6,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E6.json,
E7,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E7.json,
E8,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\E8.json,
F1_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F1_V.json,
F1_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F1_P.json,
F1_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F1_A.json,
F2_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F2_V.json,
F2_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F2_P.json,
F2_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F2_A.json,
F3_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F3_V.json,
F3_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F3_P.json,
F3_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F3_A.json,
F4_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F4_V.json,
F4_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F4_P.json,
F4_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F4_A.json,
F5_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F5_V.json,
F5_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F5_P.json,
F5_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F5_A.json,
F6,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F6.json,
F7,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F7.json,
F8,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\F8.json,
G1_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G1_V.json,
G1_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G1_P.json,
G1_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G1_A.json,
G2_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G2_V.json,
G2_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G2_P.json,
G2_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G2_A.json,
G3_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G3_V.json,
G3_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G3_P.json,
G3_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G3_A.json,
G4_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G4_V.json,
G4_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G4_P.json,
G4_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G4_A.json,
G5_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G5_V.json,
G5_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G5_P.json,
G5_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G5_A.json,
G6,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G6.json,
G7,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G7.json,
G8,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\G8.json,
H1_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H1_V.json,
H1_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H1_P.json,
H1_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H1_A.json,
H2_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H2_V.json,
H2_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H2_P.json,
H2_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H2_A.json,
H3_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H3_V.json,
H3_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H3_P.json,
H3_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H3_A.json,
H4_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H4_V.json,
H4_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H4_P.json,
H4_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H4_A.json,
H5_V,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H5_V.json,
H5_P,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H5_P.json,
H5_A,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H5_A.json,
H6,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H6.json,
H7,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H7.json,
H8,claude-sonnet-4-6,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\claude-sonnet-4-6\permission_aware\H8.json,
