sample_id,model,audit_prompt_type,status,parseable,output_path,error_message
B7,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\B7.json,
B8,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\B8.json,
C1_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C1_V.json,
C1_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C1_P.json,
C1_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C1_A.json,
C2_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C2_V.json,
C2_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C2_P.json,
C2_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C2_A.json,
C3_V,gemini-3.1-pro-preview,permission_aware,success,False,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C3_V.json,Unterminated string starting at: line 5 column 13 (char 134)
C3_P,gemini-3.1-pro-preview,permission_aware,success,False,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C3_P.json,Unterminated string starting at: line 4 column 3 (char 81)
C3_A,gemini-3.1-pro-preview,permission_aware,success,False,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C3_A.json,Unterminated string starting at: line 4 column 3 (char 83)
C4_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C4_V.json,
C4_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C4_P.json,
C4_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C4_A.json,
C5_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C5_V.json,
C5_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C5_P.json,
C5_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C5_A.json,
C6,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C6.json,
C7,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C7.json,
C8,gemini-3.1-pro-preview,permission_aware,success,False,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\C8.json,Unterminated string starting at: line 4 column 3 (char 75)
D1_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D1_V.json,
D1_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D1_P.json,
D1_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D1_A.json,
D2_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D2_V.json,
D2_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D2_P.json,
D2_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D2_A.json,
D3_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D3_V.json,
D3_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D3_P.json,
D3_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D3_A.json,
D4_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D4_V.json,
D4_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D4_P.json,
D4_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D4_A.json,
D5_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D5_V.json,
D5_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D5_P.json,
D5_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D5_A.json,
D6,gemini-3.1-pro-preview,permission_aware,success,False,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D6.json,Unterminated string starting at: line 4 column 3 (char 75)
D7,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D7.json,
D8,gemini-3.1-pro-preview,permission_aware,success,False,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\D8.json,Unterminated string starting at: line 4 column 3 (char 75)
E1_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E1_V.json,
E1_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E1_P.json,
E1_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E1_A.json,
E2_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E2_V.json,
E2_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E2_P.json,
E2_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E2_A.json,
E3_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E3_V.json,
E3_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E3_P.json,
E3_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E3_A.json,
E4_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E4_V.json,
E4_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E4_P.json,
E4_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E4_A.json,
E5_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E5_V.json,
E5_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E5_P.json,
E5_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E5_A.json,
E6,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E6.json,
E7,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E7.json,
E8,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\E8.json,
F1_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F1_V.json,
F1_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F1_P.json,
F1_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F1_A.json,
F2_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F2_V.json,
F2_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F2_P.json,
F2_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F2_A.json,
F3_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F3_V.json,
F3_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F3_P.json,
F3_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F3_A.json,
F4_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F4_V.json,
F4_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F4_P.json,
F4_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F4_A.json,
F5_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F5_V.json,
F5_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F5_P.json,
F5_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F5_A.json,
F6,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F6.json,
F7,gemini-3.1-pro-preview,permission_aware,success,False,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F7.json,Expecting property name enclosed in double quotes: line 3 column 35 (char 72)
F8,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\F8.json,
G1_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G1_V.json,
G1_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G1_P.json,
G1_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G1_A.json,
G2_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G2_V.json,
G2_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G2_P.json,
G2_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G2_A.json,
G3_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G3_V.json,
G3_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G3_P.json,
G3_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G3_A.json,
G4_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G4_V.json,
G4_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G4_P.json,
G4_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G4_A.json,
G5_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G5_V.json,
G5_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G5_P.json,
G5_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G5_A.json,
G6,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G6.json,
G7,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G7.json,
G8,gemini-3.1-pro-preview,permission_aware,success,False,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\G8.json,Unterminated string starting at: line 5 column 13 (char 126)
H1_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H1_V.json,
H1_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H1_P.json,
H1_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H1_A.json,
H2_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H2_V.json,
H2_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H2_P.json,
H2_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H2_A.json,
H3_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H3_V.json,
H3_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H3_P.json,
H3_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H3_A.json,
H4_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H4_V.json,
H4_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H4_P.json,
H4_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H4_A.json,
H5_V,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H5_V.json,
H5_P,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H5_P.json,
H5_A,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H5_A.json,
H6,gemini-3.1-pro-preview,permission_aware,success,False,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H6.json,Unterminated string starting at: line 4 column 3 (char 75)
H7,gemini-3.1-pro-preview,permission_aware,success,False,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H7.json,Unterminated string starting at: line 4 column 3 (char 75)
H8,gemini-3.1-pro-preview,permission_aware,success,True,E:\project\Not All Weirdness Is Hallucination\outputs\raw\gemini-3.1-pro-preview\permission_aware\H8.json,
